setpoint,gain,reset_rate,deadband,cycle_time,rate,system_mode,control_scheme,pump,solenoid,pressure_measurement,crc_rate,Label
2.59,110,0.2928,0.6,0.9,0,2,1,0,1,1.13E+37,17971,2
2.59,110,0.2928,0.6,0.9,0,2,1,0,1,0,12870,2
2.59,110,0.2928,0.6,0.9,0,2,1,0,1,0,13893,2
2.59,110,0.2928,0.6,0.9,0,0,1,0,1,0.00415039,14647,2
2.59,110,0.2928,0.6,0.9,0,2,1,0,1,0,14134,2
2.59,110,0.2928,0.6,0.9,0,0,1,0,1,0,12856,2
2.59,110,0.2928,0.6,0.9,0,0,1,0,1,1.13E+37,17731,2
2.59,110,0.2928,0.6,0.9,0,1,1,0,1,0.0664062,13113,2
2.59,110,0.2928,0.6,0.9,0,1,1,0,1,0,12345,2
2.59,110,0.2928,0.6,0.9,0,1,1,0,1,0,17208,2
2.59,110,0.2928,0.6,0.9,0,2,1,0,1,1.81E+38,17971,2
2.59,110,0.2928,0.6,0.9,0,1,1,0,1,1.0625,13111,2
2.59,110,0.2928,0.6,0.9,0,2,1,0,0,7.35E-40,13890,2
2.59,110,0.2928,0.6,0.9,0,2,1,0,0,1.94253,17463,0
2.59,110,0.2928,0.6,0.9,0,2,1,0,0,4.03448,16694,0
2.59,110,0.2928,0.6,0.9,0,2,1,0,0,2.6092,17222,0
2.59,110,0.2928,0.6,0.9,0,2,1,0,0,2.48276,14388,0
2.59,110,0.2928,0.6,0.9,0,2,1,0,0,4.43678,17973,0
2.59,110,0.2928,0.6,0.9,0,2,1,0,0,3.85057,12597,0
2.59,110,0.2928,0.6,0.9,0,2,1,0,0,2.72414,12867,0
2.59,110,0.2928,0.6,0.9,0,2,1,0,0,2.47126,14645,0
2.59,110,0.2928,0.6,0.9,0,2,1,0,0,4.43678,17974,0
2.59,110,0.2928,0.6,0.9,0,2,1,0,0,3.44828,13621,0
2.59,110,0.2928,0.6,0.9,0,2,1,0,0,1.95402,17970,0
2.59,110,0.2928,0.6,0.9,0,2,1,0,0,1.87356,14646,0
2.59,110,0.2928,0.6,0.9,0,2,1,0,0,3.63218,13381,0
2.59,110,0.2928,0.6,0.9,0,2,1,0,0,1.96552,14647,0
2.59,110,0.2928,0.6,0.9,0,2,1,0,0,1.98851,13622,0
2.59,110,0.2928,0.6,0.9,0,2,1,0,0,3.48276,17970,0
2.59,110,0.2928,0.6,0.9,0,2,1,0,0,2.12644,14384,0
2.59,110,0.2928,0.6,0.9,0,2,1,0,0,2.47126,14644,0
2.59,110,0.2928,0.6,0.9,0,2,1,0,0,2.62069,17200,0
2.59,110,0.2928,0.6,0.9,0,2,1,0,0,4.2069,16692,0
2.59,110,0.2928,0.6,0.9,0,2,1,0,0,3.2069,16945,0
2.59,110,0.2928,0.6,0.9,0,2,1,0,0,2.01149,12854,0
2.59,110,0.2928,0.6,0.9,0,2,1,0,0,3.65517,17986,0
2.59,110,0.2928,0.6,0.9,0,2,1,0,0,2.08046,17204,0
2.59,110,0.2928,0.6,0.9,0,2,1,0,0,2.04598,17974,0
2.59,110,0.2928,0.6,0.9,0,2,1,0,0,2.12644,14385,0
2.59,110,0.2928,0.6,0.9,0,2,1,0,0,2.31034,14146,0
2.59,110,0.2928,0.6,0.9,0,2,1,0,0,4.74713,13378,0
2.59,110,0.2928,0.6,0.9,0,2,1,0,0,2.32184,13880,0
2.59,110,0.2928,0.6,0.9,0,2,1,0,1,4.02299,12868,0
2.59,110,0.2928,0.6,0.9,0,2,1,0,1,2.7931,17209,0
2.59,110,0.2928,0.6,0.9,0,2,1,0,1,3.33333,17977,0
2.59,110,0.2928,0.6,0.9,0,2,1,0,1,2.81609,17476,0
2.59,110,0.2928,0.6,0.9,0,2,1,0,1,2.36782,13636,0
2.59,110,0.2928,0.6,0.9,0,2,1,0,1,4.3908,17719,0
2.59,110,0.2928,0.6,0.9,0,2,1,0,1,3.13793,12593,0
2.59,110,0.2928,0.6,0.9,0,2,1,0,1,2.86207,14659,0
2.59,110,0.2928,0.6,0.9,0,2,1,0,1,2.32184,14662,0
2.59,110,0.2928,0.6,0.9,0,2,1,0,1,2.74048,16944,1
2.59,110,0.2928,0.6,0.9,0,2,1,0,1,5.80244,16947,1
2.59,110,0.2928,0.6,0.9,0,2,1,0,1,7.713,12850,1
2.59,110,0.2336,0.6,0.9,0,2,1,0,1,1.13326,17713,1
2.59,110,0.2336,0.6,0.9,0,2,1,0,1,3.17744,13381,1
2.59,110,0.2336,0.6,0.9,0,2,1,0,1,3.37895,13634,1
2.59,110,0.2336,0.6,0.9,0,2,1,0,1,6.47162,16953,1
2.59,110,0.2336,0.6,0.9,0,2,1,0,1,7.07759,12613,1
2.59,110,0.2336,0.6,0.9,0,2,1,0,1,3.76365,12344,1
2.59,110,0.2336,0.6,0.9,0,2,1,0,1,5.72019,12868,1
2.59,110,0.2336,0.6,0.9,0,2,1,0,1,2.31519,14391,1
2.59,110,0.2336,0.6,0.9,0,2,1,0,1,5.88793,17987,1
2.59,110,0.2336,0.6,0.9,0,2,1,0,1,5.85812,17208,1
2.59,110,0.2336,0.6,0.9,0,2,1,0,1,3.42511,12337,1
2.59,110,0.2336,0.6,0.9,0,2,1,0,1,1.00638,13361,1
2.59,110,0.2336,0.6,0.9,0,2,1,0,1,4.77119,17460,1
2.59,110,0.2336,0.6,0.9,0,2,1,0,1,2.25629,14393,1
2.59,110,0.2336,0.6,0.9,0,2,1,0,1,2.28376,13381,1
2.59,110,0.2336,0.6,0.9,0,2,1,0,1,6.70618,14392,1
2.59,110,0.2336,0.6,0.9,0,2,1,0,1,3.72288,16951,1
2.59,110,0.2336,0.6,0.9,0,2,1,0,1,5.4296,14649,1
2.59,110,0.2336,0.6,0.9,0,2,1,0,1,5.15553,16709,1
2.59,110,0.2336,0.6,0.9,0,2,1,0,1,1.772,16690,1
2.59,110,0.2336,0.6,0.9,0,2,1,0,1,1.94253,17463,0
2.59,110,0.2336,0.6,0.9,0,2,1,0,1,1.97701,14134,0
2.59,110,0.2336,0.6,0.9,0,2,1,0,1,2.06897,17460,0
2.59,110,0.2336,0.6,0.9,0,2,1,0,1,2.17241,13125,0
2.59,110,0.2336,0.6,0.9,0,2,1,0,1,4.25287,13382,0
2.59,110,0.2336,0.6,0.9,0,2,1,0,1,2.2069,12357,0
2.59,110,0.2336,0.6,0.9,0,2,1,0,1,4.43678,17974,0
2.59,110,0.2336,0.6,0.9,0,2,1,0,1,2.47126,14644,0
2.59,110,0.2336,0.6,0.9,0,2,1,0,1,2.34483,13369,0
2.59,110,0.2336,0.6,0.9,0,2,1,0,1,4.5977,14136,0
2.59,110,0.2336,0.6,0.9,0,2,1,0,1,4,13125,0
2.59,110,0.2336,0.6,0.9,0,2,1,0,1,3.6092,13894,0
2.59,110,0.2336,0.6,0.9,0,2,1,0,1,2.89655,13110,0
2.59,110,0.2336,0.6,0.9,0,2,1,0,1,2.66667,14148,0
2.59,110,0.2336,0.6,0.9,0,2,1,0,1,3.03448,14129,0
2.59,110,0.2336,0.6,0.9,0,2,1,0,1,3.48276,17970,0
2.59,110,0.2336,0.6,0.9,0,2,1,0,1,3.1954,16963,0
2.59,110,0.2336,0.6,0.9,0,2,1,0,1,2.91954,13377,0
2.59,110,0.2336,0.6,0.9,0,2,1,0,1,2.43678,17988,0
2.59,110,0.2336,0.6,0.9,0,2,1,0,1,1.88506,14133,0
2.59,110,0.2336,0.6,0.9,0,2,1,0,1,4.06897,12355,0
2.59,110,0.2336,0.6,0.9,0,2,1,0,1,2.43678,17205,0
2.59,110,0.2336,0.6,0.9,0,2,1,0,1,2.47126,14644,0
2.59,110,0.2336,0.6,0.9,0,2,1,0,1,2.68966,13635,0
2.59,110,0.2336,0.6,0.9,0,2,1,0,1,4,13361,0
2.59,110,0.2336,0.6,0.9,0,2,1,0,1,2.8046,16953,0
2.59,110,0.2336,0.6,0.9,0,2,1,0,1,3.41379,13366,0
2.59,110,0.2336,0.6,0.9,0,2,1,0,1,2.82759,17219,0
2.59,110,0.2336,0.6,0.9,0,2,1,0,1,2.03071,14137,2
2.59,110,0.2336,0.6,0.9,0,2,1,0,1,0.542026,14135,2
2.59,110,0.2336,0.6,0.9,0,2,1,0,1,0.545708,12336,2
2.59,110,0.2336,0.6,0.9,0,2,1,0,1,2.19199,17733,2
2.59,110,0.2336,0.6,0.9,0,2,1,0,1,2.20869,13890,2
2.59,110,0.2336,0.6,0.9,0,2,1,0,1,2.22665,17219,2
2.59,110,0.2336,0.6,0.9,0,2,1,0,1,2.23994,14393,2
2.59,110,0.2336,0.6,0.9,0,2,1,0,1,2.25844,12870,2
2.59,110,0.2336,0.6,0.9,0,2,1,0,1,2.2755,14385,2
2.59,110,0.2336,0.6,0.9,0,2,1,0,1,2.2843,16948,2
2.59,110,0.2336,0.6,0.9,0,2,1,0,1,2.29741,16947,2
2.59,110,0.2336,0.6,0.9,0,2,1,0,1,2.31645,17970,2
2.59,110,0.2336,0.6,0.9,0,2,1,0,1,2.33297,17465,2
2.59,110,0.2336,0.6,0.9,0,2,1,0,1,2.34788,12358,2
2.59,110,0.2336,0.6,0.9,0,2,1,0,1,2.36117,17971,2
2.59,110,0.2336,0.6,0.9,0,2,1,0,1,2.37536,13618,2
2.59,110,0.2336,0.6,0.9,0,2,1,0,1,1.22E-38,14403,1
2.59,110,0.2336,0.6,0.9,0,2,1,0,1,1.06E-38,14647,1
2.59,110,0.2336,0.6,0.9,0,2,1,0,1,7.77E-39,13377,1
2.59,110,0.2336,0.6,0.9,0,2,1,0,1,6.55E-39,14149,1
2.59,110,0.2336,0.6,0.9,0,2,1,0,1,8.38E-39,14386,1
2.59,110,0.2336,0.6,0.9,0,2,1,0,1,9.80E-39,12867,1
2.59,110,0.2336,0.6,0.9,0,2,1,0,1,1.22E-38,17461,1
2.59,110,0.2336,0.6,0.9,0,2,1,0,1,1.29E-38,14661,1
12.4,110,0.2336,0.6,0.9,0.637965,2,1,0,1,6.22E-39,17205,1
12.4,110,0.2336,0.6,0.9,0.637966,2,1,0,1,2.21E-38,12594,1
12.4,110,0.2336,0.6,0.9,0.637966,2,1,0,1,4.02E-39,14662,1
12.4,110,0.2336,0.6,0.9,0.637966,2,1,0,1,7.99E-39,13889,1
12.4,110,0.2336,0.6,0.9,0.637966,2,1,0,1,4.32E-39,17208,1
12.4,110,0.2336,0.6,0.9,0.637966,2,1,0,1,8.04E-39,14145,1
12.4,110,0.2336,0.6,0.9,0.637966,2,1,0,1,5.03E-39,14137,1
12.4,110,0.2336,0.6,0.9,0.637966,2,1,0,1,1.72E-39,13107,1
12.4,110,0.2336,0.6,0.9,0.637966,2,1,0,1,6.81E-39,13123,1
12.4,110,0.2336,0.6,0.9,0.637966,2,1,0,1,2.74E-39,12358,1
12.4,110,0.2336,0.6,0.9,0.637966,2,1,0,1,7.36E-39,13625,1
12.4,110,0.2336,0.6,0.9,0,2,1,0,1,4.32E-39,17208,1
12.4,110,0.2336,0.6,0.9,0,2,1,0,1,11.3793,12857,0
12.4,110,0.2336,0.6,0.9,0,2,1,0,1,11.3448,12611,0
12.4,110,0.2336,0.6,0.9,0,2,1,0,1,9.66667,13121,0
12.4,110,0.2336,0.6,0.9,0,2,1,0,1,11.7126,14385,0
12.4,110,0.2336,0.6,0.9,0,2,1,0,1,8.3908,13123,0
12.4,110,0.2336,0.6,0.9,0,2,1,0,1,11.954,17473,0
4.56,110,0.2336,0.6,0.9,0,2,1,0,1,6.90805,17971,0
4.56,110,0.2336,0.6,0.9,0,2,1,0,1,3.34483,17720,0
4.56,110,0.2336,0.6,0.9,0,2,1,0,1,2.6092,12592,0
4.56,110,0.2336,0.6,0.9,0,2,1,0,1,5.08046,12357,0
4.56,110,0.2336,0.6,0.9,0,2,1,0,1,5.05747,17968,0
4.56,110,0.2336,0.6,0.9,0.936758,2,1,0,1,2.81609,17477,0
4.56,110,0.2336,0.6,0.9,0.986858,2,1,0,1,0,16706,2
4.56,110,0.2336,0.6,0.9,0.218858,2,1,0,1,0,17461,2
4.56,110,0.2336,0.6,0.9,0.463396,2,1,0,1,0,17730,2
4.56,110,0.2336,0.6,0.9,0.617527,2,1,0,1,0.9375,13107,2
4.56,110,0.2336,0.6,0.9,0.359315,2,1,0,1,1.60E+38,17975,2
4.56,110,0.2336,0.6,0.9,0.0941718,2,1,0,1,0,17458,2
4.56,110,0.2336,0.6,0.9,0.245215,2,1,0,1,0,12853,2
4.56,110,0.2336,0.6,0.9,0.489387,2,1,0,1,0.0585938,14393,2
4.56,110,0.2336,0.6,0.9,0.227954,2,1,0,1,9.97E+36,13105,2
4.56,110,0.2336,0.6,0.9,0.880596,2,1,0,1,0,12856,2
4.56,110,0.2336,0.6,0.9,0.115885,2,1,0,1,0,13126,2
4.56,110,0.2336,0.6,0.9,0.355158,2,1,0,1,0.00366211,12869,2
4.98,110,0.2336,0.6,0.9,0.00998712,2,1,0,1,0,14393,2
4.98,110,0.2336,0.6,0.9,0.251263,2,1,0,1,0,17475,2
4.98,110,0.2336,0.6,0.9,0.98872,2,1,0,1,9.97E+36,13368,2
4.98,110,0.2336,0.6,0.9,0.13664,2,1,0,1,0.0585938,13621,2
4.98,110,0.2336,0.6,0.9,0.878377,2,1,0,1,0,13377,2
4.98,110,0.2336,0.6,0.9,0.528867,2,1,0,1,0,13107,2
4.98,110,0.2336,0.6,0.9,0.272165,2,1,0,1,1.60E+38,12849,2
4.98,110,0.2336,0.6,0.9,0.00962099,2,1,0,1,0.9375,14129,2
4.98,110,0.2336,0.6,0.9,0.665466,2,1,0,1,0,17733,2
4.98,110,0.2336,0.6,0.9,0.402611,2,1,0,1,0,14145,2
4.98,110,0.2336,0.6,0.9,0.637381,2,1,0,1,3.78161,14137,0
4.98,110,0.2336,0.6,0.9,0.294555,2,1,0,1,3.26437,13634,0
4.98,110,0.2336,0.6,0.9,0.532723,2,1,0,1,2.87356,14641,0
4.98,110,0.2336,0.6,0.9,0.27397,2,1,0,1,5.18391,13125,0
4.98,110,0.2336,0.6,0.9,0.423411,2,1,0,1,3.34483,17721,0
4.98,110,0.2336,0.6,0.9,0,2,1,0,1,5.73563,14658,0
4.98,110,0.2336,0.6,0.9,0,2,1,0,1,4.1954,12867,0
4.98,110,0.2336,0.6,0.9,0,2,1,0,1,3.42529,13361,0
4.98,110,0.2336,0.6,0.9,0,2,1,0,1,3.98851,12614,0
4.98,110,0.2336,0.6,0.9,0,2,1,0,1,4.27586,14128,0
4.98,110,0.2336,0.6,0.9,0,2,1,0,1,3.18391,14658,0
4.98,110,0.2336,0.6,0.9,0,2,1,0,1,6.11494,17222,0
4.98,110,0.2336,0.6,0.9,0,2,1,0,1,3.12644,17734,0
4.98,110,0.2336,0.6,0.9,0,2,1,0,1,4.91954,13622,0
4.98,110,0.2336,0.6,0.9,0,2,1,0,1,3.31034,12610,0
4.98,110,0.2336,0.6,0.9,0,2,1,0,1,3.90805,14640,0
4.98,110,0.2336,0.6,0.9,0,2,1,0,1,0,12851,1
4.98,110,0.2336,0.6,0.9,0,2,1,0,1,0,13892,1
4.98,110,0.2336,0.6,0.9,0,2,1,0,1,0,14640,1
4.98,110,0.2336,0.6,0.9,0,2,1,0,1,0,17731,1
4.98,110,0.2336,0.6,0.9,0,2,1,0,1,0,14132,1
4.98,110,0.2336,0.6,0.9,0,2,1,0,1,0,13876,1
4.98,110,0.2336,0.6,0.9,0,2,1,0,1,0,13622,1
4.98,110,0.2336,0.6,0.9,0,2,1,0,1,0,16692,1
4.98,110,0.2336,0.6,0.9,0,2,1,0,1,0,17217,1
4.98,110,0.2336,0.6,0.9,0,2,1,0,1,0,17476,1
4.98,110,0.2336,0.6,0.9,0,0,1,0,1,0,17205,1
4.98,110,0.2336,0.6,0.9,0,0,1,0,1,0,12850,1
4.98,110,0.2336,0.6,0.9,0,0,1,0,1,0,13617,1
4.98,110,0.2336,0.6,0.9,0,0,1,0,1,0,13110,1
4.98,110,0.2336,0.6,0.9,0,0,1,0,1,0,14135,1
4.98,110,0.2336,0.6,0.9,0,0,1,0,1,0,16705,1
4.98,110,0.2336,0.6,0.9,0,0,1,0,1,0,16953,1
4.98,110,0.2336,0.6,0.9,0,0,1,0,1,0,17206,1
4.98,110,0.2336,0.6,0.9,0,0,1,0,1,0,17208,1
4.98,110,0.2336,0.6,0.9,0,0,1,0,1,5.70115,13633,0
4.98,110,0.2336,0.6,0.9,0,0,1,0,1,5.67816,13892,0
4.98,110,0.2336,0.6,0.9,0,0,1,0,1,5.71264,17457,0
4.98,110,0.2336,0.6,0.9,0,0,1,0,1,5.71264,17459,0
4.98,110,0.2336,0.6,0.9,0,0,1,0,1,5.70115,13634,0
4.98,110,0.2336,0.6,0.9,0,0,1,0,1,5.70115,13634,0
4.98,110,0.2336,0.6,0.9,0,0,1,0,1,5.70115,13634,0
4.98,110,0.2336,0.6,0.9,0,0,1,0,1,5.70115,13633,0
4.98,110,0.2336,0.6,0.9,0,0,1,0,1,5.71264,17458,0
4.98,110,0.2336,0.49,0.9,0,0,1,0,1,5.70115,13633,0
4.98,110,0.2336,0.49,0.9,0,0,1,0,1,5.70115,13634,0
4.98,110,0.2336,0.49,0.9,0,0,1,0,1,5.72414,13369,0
4.98,110,0.2336,0.49,0.9,0,0,1,0,1,5.70115,13625,0
4.98,110,0.2336,0.49,0.9,0,0,1,0,1,5.70115,13634,0
4.98,110,0.2336,0.49,0.9,0,0,1,0,1,5.66667,17970,0
4.98,110,0.2336,0.49,0.9,0,0,1,0,1,5.66667,17970,0
4.98,110,0.2336,0.49,0.9,0,0,1,0,1,5.68966,17715,0
4.98,110,0.2336,0.49,0.9,0,0,1,0,1,5.70115,13633,0
4.98,110,0.2336,0.49,0.9,0,0,1,0,1,5.67816,13892,0
4.98,110,0.2336,0.49,0.9,0,0,1,0,1,5.68966,17713,0
4.98,110,0.2336,0.49,0.9,0,0,1,0,1,5.68966,17715,0
4.98,110,0.2336,0.49,0.9,0,0,1,0,1,5.70115,13633,0
4.98,110,0.2336,0.49,0.9,0,0,1,0,1,5.67816,13891,0
4.98,110,0.2336,0.49,0.9,0,0,1,0,1,5.68966,17715,0
4.98,110,0.2336,0.49,0.9,0,0,1,0,1,5.70115,13633,0
4.98,110,0.2336,0.49,0.9,0,0,1,0,1,5.68966,17714,0
4.98,110,0.2336,0.49,0.9,0,0,1,0,1,5.66667,17971,0
4.98,119,0.2336,0.49,0.9,0,0,1,0,1,5.68966,17714,0
4.98,119,0.2336,0.49,0.9,0,0,1,0,1,5.66667,17972,0
4.98,119,0.2336,0.49,0.9,0,0,1,1,1,5.70115,13633,0
4.98,119,0.2336,0.49,0.9,0,0,1,0,1,5.65517,14147,0
4.98,119,0.2336,0.49,0.9,0,0,1,1,1,5.66667,17971,0
4.98,119,0.2336,0.49,0.9,0,0,1,1,1,5.67816,13890,0
4.98,119,0.2336,0.49,0.9,0,0,1,1,1,5.65517,14148,0
4.98,119,0.2336,0.49,0.9,0,0,1,1,1,5.67816,13891,0
4.98,119,0.2336,0.49,0.9,0,0,1,0,1,5.67816,13891,0
4.98,119,0.2336,0.49,0.9,0,0,1,0,1,5.64368,12341,0
4.98,119,0.2336,0.49,0.9,0,0,1,0,1,5.67816,13891,0
4.98,119,0.2336,0.49,0.9,0,0,1,0,1,5.66667,17971,0
4.98,119,0.2336,0.49,0.9,0,0,1,0,1,5.67816,13892,0
4.98,119,0.2336,0.49,0.9,0,0,1,0,1,5.66667,17971,0
4.98,119,0.2336,0.49,0.9,0,0,1,0,1,5.65517,14148,0
4.98,119,0.2336,0.49,0.9,0,0,1,0,1,5.67816,13891,0
4.98,119,0.2336,0.49,0.9,0,0,1,0,1,5.64368,12340,0
4.98,119,0.2336,0.49,0.9,0,0,1,0,1,5.64368,12340,0
4.98,119,0.2336,0.49,0.9,0,0,0,0,1,5.66667,17972,0
4.98,119,0.2336,0.49,0.9,0,0,0,0,1,5.66667,17972,0
4.98,119,0.2336,0.49,0.9,0,0,0,0,1,5.64368,12341,0
4.98,119,0.2336,0.49,0.9,0,0,0,0,1,5.66667,17972,0
4.98,119,0.2336,0.49,0.9,0,0,0,0,1,5.67816,13891,0
4.98,119,0.2336,0.49,0.9,0,0,0,0,1,5.66667,17971,0
4.98,119,0.2336,0.49,0.9,0,0,0,0,1,5.65517,14147,0
4.98,119,0.2336,0.49,3.93923,0,0,0,0,1,5.66667,17971,0
4.98,119,0.2336,0.49,3.93924,0,0,0,0,1,5.62069,12598,0
4.98,119,0.2336,0.49,3.93924,0,0,0,0,1,5.65517,14148,0
4.98,119,0.2336,0.49,3.93924,0,0,0,0,1,5.65517,14147,0
4.98,119,0.2336,0.49,3.93924,0,0,0,0,1,5.64368,12341,0
4.98,119,0.2336,0.49,3.93924,0,0,0,0,1,5.64368,12341,0
4.98,119,0.2336,0.49,3.93924,0,0,0,0,1,5.64368,12342,0
4.98,119,0.2336,0.49,3.93924,0,0,0,0,1,5.63218,14405,0
4.98,119,0.2336,0.49,3.93924,0,0,0,0,1,5.64368,12341,0
4.98,119,0.2336,0.49,3.93924,0,0,0,0,1,5.64368,12343,0
4.98,119,0.2336,0.49,3.93924,0,0,0,0,1,5.63218,14405,0
4.98,119,0.2336,0.49,3.93924,0,0,0,0,1,5.62069,12599,0
4.98,119,0.2336,0.49,3.93924,0,0,0,0,1,5.63218,14404,0
4.98,119,0.2336,0.49,3.93924,0,0,0,0,1,5.6092,16689,0
4.98,119,0.2336,0.49,3.93924,0,0,0,0,1,5.63218,14406,0
4.98,119,0.2336,0.49,3.93924,0,0,0,0,1,5.6092,14662,0
4.98,119,0.2336,0.49,3.93924,0,0,0,0,1,5.62069,12599,0
4.98,119,0.2336,0.49,3.93924,0,0,0,0,1,5.63218,14405,0
4.98,119,0.2336,0.49,3.93924,0,0,0,0,1,3.25E+38,12353,2
4.98,119,0.2336,0.49,3.93924,0,0,0,0,1,0,13104,2
4.98,119,0.2336,0.49,3.93924,0,0,0,0,1,0,13634,2
4.98,119,0.2336,0.49,3.93924,0,0,0,0,1,0.000104523,16947,2
4.98,119,0.2336,0.49,0.9,0,0,0,0,1,1.70E+33,12867,2
4.98,119,0.2336,0.49,0.9,0,0,0,0,1,0,13621,2
4.98,119,0.2336,0.49,0.9,0,0,0,0,1,0,14145,2
4.98,119,0.2336,0.49,0.9,0,0,0,0,1,5.18E-10,17461,2
4.98,119,0.2336,0.49,0.9,0,0,0,0,1,8.48E+27,13616,2
4.98,119,0.2336,0.49,0.9,0,0,0,0,1,0,14136,2
4.98,119,0.2336,0.49,0.9,0,0,0,0,1,0,16688,2
4.98,119,0.3575,0.49,0.9,0,0,0,0,1,5.64368,12341,0
4.98,119,0.3575,0.49,0.9,0,0,0,0,1,5.62069,12600,0
4.98,119,0.3575,0.49,0.9,0,0,0,0,1,5.5977,12856,0
4.98,119,0.3575,0.49,0.9,0,0,0,0,1,5.5977,12855,0
4.98,119,0.3575,0.49,0.9,0,0,0,0,1,5.62069,12599,0
4.98,119,0.3575,0.49,0.9,0,0,0,0,1,5.63218,14406,0
4.98,119,0.3575,0.49,0.9,0,0,0,0,1,5.6092,14662,0
4.98,119,0.3575,0.49,0.9,0,0,0,0,1,5.6092,16688,0
4.98,119,0.3575,0.49,0.9,0,0,0,0,1,5.6092,14662,0
4.98,119,0.3575,0.49,0.9,0,0,0,0,1,5.5977,12856,0
4.98,119,0.3575,0.49,0.9,0,0,0,0,1,5.63218,14405,0
4.98,119,0.3575,0.49,0.9,0,0,0,0,1,5.5977,12856,0
4.98,119,0.3575,0.49,0.9,0,0,0,0,1,5.5977,12856,0
4.98,119,0.3575,0.49,0.9,0,0,0,0,1,5.58621,16945,0
4.98,119,0.3575,0.49,0.9,0,0,0,0,1,5.58621,16945,0
4.98,119,0.3575,0.49,0.9,0,0,0,0,1,5.5977,12855,0
4.98,119,0.3575,0.49,0.9,0,0,0,0,1,5.6092,16688,0
4.98,119,0.3575,0.49,0.9,0,0,0,0,1,5.62069,12600,0
4.98,119,0.3575,0.4,0.9,0,0,0,0,1,5.58621,16945,0
4.98,119,0.3575,0.4,0.9,0,0,0,0,1,5.6092,16688,0
4.98,119,0.3575,0.4,0.9,0,0,0,0,1,5.5977,12856,0
4.98,119,0.3575,0.4,0.9,0,0,0,0,1,5.6092,16689,0
4.98,119,0.3575,0.4,0.9,0,0,0,0,1,5.6092,16688,0
4.98,119,0.3575,0.4,0.9,0,0,0,0,1,5.5977,12865,0
4.98,119,0.3575,0.4,0.9,0,0,0,0,1,5.57471,13113,0
4.98,119,0.3575,0.4,0.9,0,0,0,0,1,5.5977,12855,0
4.98,119,0.3575,0.4,0.9,0,0,0,0,1,5.5977,12856,0
4.98,119,0.3575,0.4,0.9,0,0,0,0,1,5.58621,16945,0
4.98,119,0.3575,0.4,0.9,0,0,0,0,1,5.58621,16945,0
4.98,119,0.3575,0.4,0.9,0,0,0,0,1,5.58621,16945,0
4.98,119,0.3575,0.4,0.9,0,0,0,0,1,5.58621,16944,0
4.98,119,0.3575,0.4,0.9,0,0,0,0,1,5.62069,12599,0
4.98,119,0.3575,0.4,0.9,0,0,0,0,1,5.6092,16688,0
4.98,119,0.3575,0.4,0.9,0,0,0,0,1,70,17219,2
4.98,119,0.3575,0.4,0.9,0,0,0,0,1,0,14402,2
4.98,119,0.3575,0.4,0.9,0,0,0,0,1,0,13379,2
0.83,119,0.3575,0.4,0.9,0,0,0,0,1,3.00E-37,17217,2
0.83,119,0.3575,0.4,0.9,0,0,0,0,1,51,12355,2
0.83,119,0.3575,0.4,0.9,0,0,0,0,1,0,14402,2
0.83,119,0.3575,0.4,0.9,0,0,0,0,1,0,12356,2
0.83,119,0.3575,0.4,0.9,0,0,0,0,1,4.11E-37,14401,2
0.83,119,0.3575,0.4,0.9,0,0,0,0,1,140,13378,2
0.83,119,0.3575,0.4,0.9,0,0,0,0,1,0,14404,2
0.83,119,0.3575,0.4,0.9,0,0,0,0,1,0,13378,2
0.83,119,0.3575,0.4,0.9,0,0,0,0,1,1.03E-37,14403,2
0.83,119,0.3575,0.4,0.9,0,0,0,0,1,51,12355,2
0.83,119,0.3575,0.4,0.9,0,0,0,0,1,0,13380,2
0.83,119,0.3575,0.4,0.9,0,0,0,0,1,0,17219,2
0.83,119,0.3575,0.4,0.9,0,0,0,0,1,1.03E-37,14404,2
0.83,119,0.3575,0.4,0.9,0,0,0,0,1,17.5,17222,2
0.83,119,0.3575,0.4,0.9,0,0,0,0,1,0,12357,2
0.83,119,0.3575,0.4,0.9,0,0,0,0,1,5.58621,16945,0
0.83,119,0.3575,0.4,0.9,0,0,0,0,1,5.55172,13379,0
0.83,119,0.3575,0.4,0.9,0,0,0,0,1,5.56322,17202,0
0.83,119,0.3575,0.4,0.9,0,0,0,0,1,5.56322,17202,0
0.83,119,0.3575,0.4,0.9,0,0,0,0,1,5.57471,13121,0
0.83,119,0.3575,0.4,0.9,0,0,0,0,1,5.56322,17202,0
0.83,119,0.3575,0.4,0.9,0,0,0,0,1,5.55172,13378,0
0.83,119,0.3575,0.4,0.9,0,0,0,0,1,5.56322,17202,0
0.83,119,0.3575,0.4,0.9,0,0,0,0,1,5.56322,17201,0
0.83,119,0.3575,0.4,0.9,0,0,0,0,1,5.56322,17202,0
0.83,119,0.3575,0.4,0.9,0,0,0,0,1,5.56322,17202,0
0.83,119,0.3575,0.4,0.9,0,0,0,0,1,5.56322,17202,0
0.83,119,0.3575,0.4,0.9,0,0,0,0,1,5.56322,17202,0
0.83,119,0.3575,0.4,0.9,0,0,0,0,1,5.55172,13379,0
0.83,119,0.3575,0.4,0.9,0,0,0,0,1,5.57471,13121,0
0.83,119,0.3575,0.4,0.9,0,0,0,0,1,5.56322,17201,0
0.83,119,0.3575,0.4,0.9,0,0,0,0,1,5.56322,17202,0
